neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
Brooklyn,East New York,Entire home/apt,70,1,56
Queens,Ozone Park,Entire home/apt,85,3,106
Staten Island,West Brighton,Entire home/apt,125,2,96
Brooklyn,Bushwick,Private room,50,1,11
Manhattan,Upper East Side,Entire home/apt,197,4,11
Brooklyn,Greenpoint,Private room,95,1,7
Brooklyn,Bushwick,Private room,100,2,5
Manhattan,Harlem,Private room,80,2,126
Brooklyn,Bushwick,Private room,45,1,1
Brooklyn,East New York,Entire home/apt,85,2,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,14,0
Brooklyn,Bay Ridge,Entire home/apt,60,30,0
Brooklyn,Williamsburg,Private room,64,1,29
Manhattan,Hell's Kitchen,Entire home/apt,379,2,31
Manhattan,Chinatown,Private room,72,4,12
Brooklyn,Bedford-Stuyvesant,Private room,60,1,11
Manhattan,East Harlem,Private room,65,2,15
Manhattan,West Village,Entire home/apt,199,4,108
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,4
Manhattan,Upper West Side,Entire home/apt,150,30,0
Manhattan,Harlem,Entire home/apt,188,3,4
Manhattan,Chinatown,Entire home/apt,245,4,27
Manhattan,Harlem,Entire home/apt,100,2,9
Queens,Flushing,Private room,45,1,82
Manhattan,Theater District,Private room,80,3,88
Manhattan,Upper West Side,Private room,65,30,12
Manhattan,Midtown,Entire home/apt,584,5,89
Queens,Springfield Gardens,Entire home/apt,150,3,1
Manhattan,East Harlem,Private room,95,4,150
Queens,Jamaica,Entire home/apt,450,1,3
Brooklyn,Prospect-Lefferts Gardens,Private room,50,20,3
Manhattan,West Village,Entire home/apt,250,2,1
Manhattan,Midtown,Entire home/apt,450,3,12
Manhattan,Upper East Side,Entire home/apt,399,2,20
Queens,Ditmars Steinway,Entire home/apt,180,1,145
Brooklyn,Bedford-Stuyvesant,Entire home/apt,142,2,18
Brooklyn,East New York,Private room,35,7,4
Manhattan,Upper West Side,Entire home/apt,450,28,0
Queens,Rockaway Beach,Entire home/apt,75,2,35
Brooklyn,Williamsburg,Private room,75,2,3
Manhattan,Kips Bay,Entire home/apt,600,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,96
Bronx,Highbridge,Entire home/apt,70,40,0
Manhattan,West Village,Entire home/apt,225,14,0
Manhattan,Upper East Side,Private room,100,5,71
Brooklyn,Bedford-Stuyvesant,Private room,109,3,19
Manhattan,East Village,Entire home/apt,200,10,35
Brooklyn,Williamsburg,Private room,50,4,2
Queens,Briarwood,Private room,70,1,32
Manhattan,Little Italy,Entire home/apt,250,3,155
Manhattan,Hell's Kitchen,Entire home/apt,180,3,1
Brooklyn,Prospect Heights,Private room,60,5,0
Manhattan,Greenwich Village,Private room,80,180,5
Brooklyn,Bushwick,Private room,100,1,0
Queens,Rosedale,Private room,28,1,35
Brooklyn,Bushwick,Private room,45,30,17
Brooklyn,Bushwick,Entire home/apt,148,2,92
Brooklyn,Bushwick,Private room,85,1,89
Manhattan,Upper West Side,Entire home/apt,276,4,46
Brooklyn,East Flatbush,Shared room,38,30,0
Brooklyn,Greenpoint,Entire home/apt,129,30,6
Manhattan,Midtown,Entire home/apt,289,10,169
Manhattan,Upper East Side,Entire home/apt,275,3,7
Manhattan,Gramercy,Entire home/apt,1200,2,2
Queens,East Elmhurst,Private room,40,1,1
Manhattan,West Village,Private room,80,1,1
Brooklyn,Williamsburg,Private room,85,2,71
Manhattan,Hell's Kitchen,Private room,100,4,1
Brooklyn,Williamsburg,Private room,48,90,0
Manhattan,Upper East Side,Private room,115,2,36
Brooklyn,Williamsburg,Entire home/apt,125,7,0
Manhattan,Midtown,Entire home/apt,159,30,0
Staten Island,Stapleton,Private room,49,1,17
Manhattan,Upper East Side,Entire home/apt,225,2,84
Manhattan,Greenwich Village,Entire home/apt,300,1,29
Queens,Ridgewood,Private room,31,18,1
Brooklyn,Bushwick,Private room,50,2,2
Brooklyn,Bedford-Stuyvesant,Private room,65,1,6
Manhattan,Upper West Side,Entire home/apt,376,30,1
Brooklyn,Cobble Hill,Entire home/apt,185,2,3
Brooklyn,Midwood,Entire home/apt,75,2,23
Brooklyn,Brownsville,Private room,60,6,26
Brooklyn,Williamsburg,Entire home/apt,150,2,9
Manhattan,Financial District,Entire home/apt,400,2,8
Manhattan,Kips Bay,Entire home/apt,125,4,1
Brooklyn,Williamsburg,Private room,60,1,0
Manhattan,Upper West Side,Entire home/apt,142,7,5
Manhattan,Chinatown,Private room,80,1,14
Bronx,Williamsbridge,Private room,140,2,3
Queens,Elmhurst,Private room,57,2,103
Queens,Elmhurst,Private room,25,1,17
Brooklyn,Windsor Terrace,Entire home/apt,100,2,61
Queens,Springfield Gardens,Entire home/apt,200,3,23
Manhattan,Inwood,Entire home/apt,175,2,38
Brooklyn,Fort Greene,Entire home/apt,180,31,1
Manhattan,Hell's Kitchen,Private room,129,1,2
Brooklyn,Red Hook,Private room,85,2,68
Brooklyn,Bedford-Stuyvesant,Private room,100,1,8
Brooklyn,Columbia St,Entire home/apt,94,5,0
Manhattan,Midtown,Entire home/apt,195,3,5
Manhattan,Lower East Side,Entire home/apt,100,3,1
Manhattan,East Village,Private room,100,3,0
Bronx,Norwood,Private room,42,2,6
Brooklyn,Flatbush,Private room,50,27,3
Brooklyn,Williamsburg,Private room,60,1,0
Manhattan,Upper West Side,Entire home/apt,125,30,5
Manhattan,East Harlem,Entire home/apt,175,3,119
Brooklyn,Bushwick,Private room,110,1,2
Manhattan,Harlem,Private room,81,4,41
Brooklyn,Williamsburg,Private room,75,20,4
Brooklyn,Crown Heights,Private room,47,14,9
Brooklyn,Bushwick,Private room,35,2,43
Manhattan,Harlem,Private room,70,1,68
Bronx,Morris Heights,Private room,55,2,0
Queens,Sunnyside,Private room,70,2,31
Manhattan,Greenwich Village,Entire home/apt,120,4,1
Manhattan,Theater District,Entire home/apt,420,5,14
Manhattan,Upper East Side,Entire home/apt,299,4,1
Brooklyn,Bedford-Stuyvesant,Private room,100,30,2
Manhattan,Harlem,Entire home/apt,150,3,2
Brooklyn,Williamsburg,Private room,138,1,75
Brooklyn,Bushwick,Private room,40,4,0
Manhattan,Financial District,Entire home/apt,404,2,15
Manhattan,Gramercy,Entire home/apt,250,2,4
Manhattan,Upper West Side,Private room,105,4,0
Manhattan,Harlem,Private room,50,31,0
Manhattan,East Harlem,Entire home/apt,250,3,6
Brooklyn,Brownsville,Private room,69,2,75
Brooklyn,Bedford-Stuyvesant,Entire home/apt,199,2,222
Brooklyn,Greenpoint,Private room,79,1,0
Staten Island,Port Richmond,Private room,52,1,3
Manhattan,Midtown,Entire home/apt,435,30,0
Brooklyn,Sunset Park,Entire home/apt,150,4,123
Brooklyn,East Flatbush,Entire home/apt,139,4,77
Brooklyn,East Flatbush,Private room,138,30,13
Brooklyn,Bedford-Stuyvesant,Private room,80,20,9
Manhattan,Midtown,Private room,90,1,2
Manhattan,Upper West Side,Private room,100,3,0
Brooklyn,Williamsburg,Private room,59,4,0
Brooklyn,Bedford-Stuyvesant,Private room,59,6,12
Queens,Rego Park,Private room,68,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,89,1,2
Manhattan,Harlem,Entire home/apt,115,1,0
Brooklyn,Greenpoint,Entire home/apt,90,4,0
Manhattan,Midtown,Private room,175,2,60
Brooklyn,Borough Park,Private room,170,5,16
Brooklyn,Bedford-Stuyvesant,Private room,70,1,1
Brooklyn,Crown Heights,Private room,35,2,7
Manhattan,Midtown,Entire home/apt,177,3,22
Brooklyn,Bedford-Stuyvesant,Private room,52,2,1
Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,169
Queens,Astoria,Private room,45,30,0
Brooklyn,Flatbush,Entire home/apt,160,3,0
Manhattan,Washington Heights,Entire home/apt,200,2,0
Brooklyn,Flatbush,Entire home/apt,65,4,11
Manhattan,Upper West Side,Entire home/apt,295,3,19
Manhattan,Upper East Side,Entire home/apt,139,2,2
Brooklyn,Fort Hamilton,Entire home/apt,100,30,7
Manhattan,Upper West Side,Entire home/apt,200,6,35
Manhattan,Hell's Kitchen,Private room,215,2,0
Manhattan,Harlem,Entire home/apt,250,1,19
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,107
Brooklyn,Bushwick,Private room,65,1,37
Manhattan,Harlem,Private room,60,2,1
Brooklyn,Prospect Heights,Entire home/apt,125,2,34
Brooklyn,Crown Heights,Entire home/apt,75,1,54
Brooklyn,Prospect Heights,Private room,89,1,213
Brooklyn,Sheepshead Bay,Private room,55,1,45
Manhattan,Hell's Kitchen,Private room,129,1,98
Manhattan,Harlem,Private room,60,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,137,2,99
Brooklyn,Red Hook,Private room,81,1,7
Manhattan,Hell's Kitchen,Entire home/apt,200,4,36
Queens,Astoria,Entire home/apt,98,2,1
Manhattan,Hell's Kitchen,Entire home/apt,145,1,0
Brooklyn,Sunset Park,Private room,26,1,13
Manhattan,East Harlem,Private room,50,3,0
Queens,Flushing,Entire home/apt,110,30,5
Manhattan,Harlem,Private room,150,1,40
Manhattan,Morningside Heights,Private room,75,14,0
Brooklyn,East Flatbush,Entire home/apt,115,2,7
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,7,139
Brooklyn,Sunset Park,Private room,70,4,1
Manhattan,Upper East Side,Private room,187,1,6
Brooklyn,Williamsburg,Entire home/apt,250,5,0
Manhattan,Harlem,Shared room,65,30,0
Brooklyn,East New York,Private room,100,2,1
Manhattan,Upper East Side,Entire home/apt,113,30,0
Manhattan,East Village,Entire home/apt,164,3,0
Brooklyn,Crown Heights,Private room,55,2,3
Brooklyn,Crown Heights,Entire home/apt,250,3,0
Manhattan,Chelsea,Entire home/apt,250,3,0
Manhattan,West Village,Entire home/apt,814,3,31
Brooklyn,Williamsburg,Private room,50,2,25
Queens,East Elmhurst,Private room,45,1,255
Manhattan,Financial District,Entire home/apt,160,200,0
Manhattan,Chelsea,Entire home/apt,200,100,1
Brooklyn,Bedford-Stuyvesant,Private room,55,4,25
Brooklyn,Flatbush,Entire home/apt,90,3,2
Brooklyn,Crown Heights,Private room,46,1,8
Manhattan,Upper West Side,Entire home/apt,125,30,2
Brooklyn,Park Slope,Private room,200,1,0
Manhattan,Gramercy,Entire home/apt,200,3,13
Manhattan,Lower East Side,Entire home/apt,109,1,76
Manhattan,Morningside Heights,Private room,100,5,32
Brooklyn,Williamsburg,Entire home/apt,250,2,3
Manhattan,Nolita,Entire home/apt,250,3,30
Brooklyn,Bedford-Stuyvesant,Private room,40,18,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,79,1,8
Brooklyn,Williamsburg,Private room,90,1,2
Queens,Astoria,Private room,100,1,1
Brooklyn,Crown Heights,Private room,60,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,7
Manhattan,Hell's Kitchen,Entire home/apt,350,1,4
Manhattan,Upper East Side,Entire home/apt,95,16,8
Manhattan,SoHo,Entire home/apt,190,6,61
Queens,Howard Beach,Private room,65,1,16
Queens,Richmond Hill,Private room,67,2,8
Manhattan,Theater District,Private room,100,1,137
Brooklyn,Williamsburg,Private room,69,7,0
Brooklyn,Williamsburg,Entire home/apt,140,4,0
Brooklyn,Bedford-Stuyvesant,Private room,120,2,1
Manhattan,Upper East Side,Entire home/apt,200,30,0
Manhattan,Upper East Side,Private room,100,30,6
Manhattan,Upper West Side,Entire home/apt,250,3,1
Manhattan,Upper West Side,Private room,150,1,7
Manhattan,Midtown,Entire home/apt,150,5,1
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,82,14,0
Brooklyn,Sunset Park,Private room,75,2,0
Queens,Jamaica,Private room,50,1,0
Manhattan,Hell's Kitchen,Entire home/apt,220,5,5
Manhattan,Upper East Side,Entire home/apt,150,8,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,210,2,10
Brooklyn,Bedford-Stuyvesant,Private room,50,1,3
Brooklyn,Bushwick,Private room,40,5,1
Manhattan,Inwood,Private room,40,2,3
Manhattan,Upper East Side,Shared room,100,1,0
Manhattan,Washington Heights,Entire home/apt,125,2,24
Manhattan,Upper West Side,Entire home/apt,150,1,2
Manhattan,East Harlem,Entire home/apt,75,5,2
Manhattan,Upper East Side,Entire home/apt,185,3,1
Manhattan,Midtown,Entire home/apt,465,2,31
Manhattan,East Village,Private room,55,30,0
Brooklyn,Bushwick,Private room,54,7,8
Brooklyn,Prospect Heights,Entire home/apt,120,3,36
Manhattan,Hell's Kitchen,Private room,125,2,0
Manhattan,Financial District,Entire home/apt,248,2,7
Manhattan,Murray Hill,Entire home/apt,135,14,1
Brooklyn,Bushwick,Private room,35,25,3
Queens,Arverne,Entire home/apt,1500,3,0
Brooklyn,Bushwick,Private room,60,2,1
Manhattan,Midtown,Entire home/apt,1170,80,0
Queens,Queens Village,Private room,38,7,0
Queens,Corona,Private room,50,1,6
Manhattan,Hell's Kitchen,Entire home/apt,189,29,0
Brooklyn,Carroll Gardens,Entire home/apt,175,2,279
Manhattan,Midtown,Entire home/apt,350,30,0
Bronx,Throgs Neck,Entire home/apt,325,2,44
Brooklyn,Bushwick,Private room,65,1,1
Manhattan,Harlem,Entire home/apt,245,3,69
Brooklyn,Bedford-Stuyvesant,Private room,100,2,6
Brooklyn,Bushwick,Private room,55,30,1
Manhattan,Chelsea,Entire home/apt,1050,2,0
Manhattan,Lower East Side,Entire home/apt,120,4,182
Brooklyn,Bushwick,Private room,50,1,64
Manhattan,Upper West Side,Private room,125,5,38
Queens,Long Island City,Entire home/apt,95,2,57
Queens,Queens Village,Private room,75,2,85
Manhattan,Midtown,Entire home/apt,170,2,102
Manhattan,Midtown,Entire home/apt,137,1,7
Brooklyn,Gowanus,Private room,119,1,9
Brooklyn,Williamsburg,Private room,100,1,1
Manhattan,East Village,Entire home/apt,379,7,45
Manhattan,Hell's Kitchen,Shared room,85,1,12
Queens,Middle Village,Private room,100,2,49
Brooklyn,Williamsburg,Private room,85,1,56
Queens,Ridgewood,Private room,34,30,0
Brooklyn,Canarsie,Private room,600,2,0
Queens,Kew Gardens,Private room,40,1,13
Manhattan,Harlem,Private room,50,7,0
Manhattan,Chinatown,Entire home/apt,170,1,11
Brooklyn,Bushwick,Entire home/apt,160,4,21
Manhattan,Washington Heights,Private room,100,1,0
Queens,Rosedale,Private room,70,1,0
Brooklyn,Bushwick,Shared room,32,30,3
Queens,Ditmars Steinway,Private room,80,4,32
Brooklyn,Bedford-Stuyvesant,Entire home/apt,79,1,65
Manhattan,Chelsea,Private room,119,2,32
Manhattan,Harlem,Private room,50,6,4
Manhattan,Washington Heights,Private room,60,2,3
Brooklyn,Clinton Hill,Entire home/apt,300,5,0
Manhattan,Murray Hill,Entire home/apt,265,30,0
Queens,East Elmhurst,Private room,50,1,209
Brooklyn,Vinegar Hill,Entire home/apt,130,30,3
Brooklyn,Williamsburg,Entire home/apt,350,2,22
Manhattan,Harlem,Private room,110,1,1
Manhattan,Harlem,Private room,70,2,0
Brooklyn,Williamsburg,Private room,75,3,3
Manhattan,Upper West Side,Entire home/apt,113,30,8
Brooklyn,Williamsburg,Entire home/apt,225,1,2
Manhattan,East Harlem,Entire home/apt,99,30,0
Brooklyn,Prospect Heights,Private room,250,1,25
Brooklyn,Bedford-Stuyvesant,Private room,125,14,7
Manhattan,Gramercy,Private room,75,5,0
Manhattan,East Village,Private room,85,14,99
Manhattan,Harlem,Entire home/apt,140,2,5
Brooklyn,Greenpoint,Entire home/apt,199,1,1
Manhattan,Chelsea,Entire home/apt,220,7,55
Manhattan,East Harlem,Private room,60,3,27
Brooklyn,Bedford-Stuyvesant,Private room,215,3,3
Brooklyn,Fort Greene,Private room,54,30,0
Manhattan,Upper East Side,Entire home/apt,180,5,1
Manhattan,East Village,Entire home/apt,150,1,4
Queens,Glendale,Private room,50,7,0
Manhattan,Morningside Heights,Entire home/apt,105,5,2
Brooklyn,Crown Heights,Entire home/apt,60,6,144
Manhattan,Midtown,Entire home/apt,200,4,8
Manhattan,Upper West Side,Private room,80,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,4,2
Brooklyn,Williamsburg,Entire home/apt,160,5,20
Brooklyn,Park Slope,Entire home/apt,155,2,2
Manhattan,Battery Park City,Entire home/apt,232,120,0
Manhattan,Upper West Side,Entire home/apt,149,10,9
Manhattan,Tribeca,Entire home/apt,1500,1,0
Manhattan,Upper East Side,Entire home/apt,7703,1,0
Manhattan,East Harlem,Private room,75,3,2
Brooklyn,Dyker Heights,Entire home/apt,90,1,50
Brooklyn,Bedford-Stuyvesant,Private room,59,1,24
Manhattan,Harlem,Private room,60,2,51
Manhattan,West Village,Private room,190,2,4
Brooklyn,Williamsburg,Private room,46,1,3
Brooklyn,Crown Heights,Entire home/apt,80,4,12
Manhattan,Washington Heights,Entire home/apt,100,1,0
Brooklyn,Bedford-Stuyvesant,Private room,75,5,4
Brooklyn,Williamsburg,Entire home/apt,99,4,0
Manhattan,Midtown,Entire home/apt,250,30,0
Brooklyn,Bushwick,Private room,55,1,0
Brooklyn,Flatbush,Entire home/apt,90,7,4
Brooklyn,Williamsburg,Entire home/apt,249,60,2
Manhattan,Battery Park City,Entire home/apt,225,3,2
Manhattan,Washington Heights,Entire home/apt,110,30,7
Manhattan,NoHo,Entire home/apt,179,1,4
Brooklyn,Bushwick,Entire home/apt,80,5,8
Brooklyn,Bedford-Stuyvesant,Private room,100,4,0
Manhattan,Hell's Kitchen,Private room,105,1,1
Manhattan,Financial District,Entire home/apt,135,29,0
Manhattan,Harlem,Entire home/apt,173,30,12
Queens,Flushing,Shared room,30,1,0
Brooklyn,Greenpoint,Private room,180,4,0
Manhattan,Hell's Kitchen,Entire home/apt,250,30,0
Manhattan,East Harlem,Private room,100,3,22
Brooklyn,Crown Heights,Private room,110,6,50
Manhattan,Washington Heights,Private room,65,30,1
Brooklyn,Bedford-Stuyvesant,Private room,43,2,1
Brooklyn,Bedford-Stuyvesant,Private room,55,5,4
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,5,1
Brooklyn,Greenpoint,Entire home/apt,125,21,24
Queens,Astoria,Private room,109,2,50
Brooklyn,Clinton Hill,Entire home/apt,120,2,1
Manhattan,West Village,Entire home/apt,240,2,0
Manhattan,Chelsea,Entire home/apt,800,3,1
Brooklyn,Bedford-Stuyvesant,Private room,40,1,41
Brooklyn,Fort Greene,Entire home/apt,145,2,1
Brooklyn,Greenpoint,Private room,189,3,34
Manhattan,Upper West Side,Private room,131,2,220
Queens,Ditmars Steinway,Entire home/apt,75,7,0
Brooklyn,Williamsburg,Entire home/apt,198,20,4
Manhattan,Financial District,Private room,120,1,2
Queens,Sunnyside,Private room,129,1,10
Queens,Flushing,Private room,45,1,101
Brooklyn,Crown Heights,Entire home/apt,150,28,22
Brooklyn,Greenpoint,Private room,66,1,1
Brooklyn,Gowanus,Entire home/apt,125,2,2
Brooklyn,Greenpoint,Private room,300,1,8
Manhattan,Theater District,Private room,120,60,140
Manhattan,Murray Hill,Private room,52,3,4
Manhattan,Hell's Kitchen,Entire home/apt,299,1,13
Brooklyn,Williamsburg,Entire home/apt,600,2,23
Manhattan,Lower East Side,Entire home/apt,175,1,22
Manhattan,Chelsea,Entire home/apt,495,5,8
Manhattan,Upper West Side,Entire home/apt,170,30,0
Manhattan,Upper East Side,Entire home/apt,70,2,16
Manhattan,Hell's Kitchen,Private room,145,3,0
Manhattan,Murray Hill,Entire home/apt,165,29,0
Brooklyn,Bushwick,Private room,88,28,5
Manhattan,Upper East Side,Entire home/apt,90,30,13
Manhattan,East Village,Entire home/apt,300,4,0
Queens,Astoria,Entire home/apt,90,2,28
Brooklyn,Williamsburg,Entire home/apt,90,7,1
Brooklyn,Greenpoint,Entire home/apt,160,5,152
Manhattan,East Harlem,Private room,85,1,8
Brooklyn,Clinton Hill,Entire home/apt,110,1,2
Manhattan,Hell's Kitchen,Entire home/apt,250,3,136
Manhattan,Chelsea,Entire home/apt,154,3,0
Manhattan,Murray Hill,Entire home/apt,150,30,5
Queens,Long Island City,Entire home/apt,395,7,50
Manhattan,Midtown,Shared room,65,3,1
Brooklyn,Carroll Gardens,Entire home/apt,160,7,46
Brooklyn,Gowanus,Entire home/apt,119,60,4
Brooklyn,Bushwick,Private room,50,1,0
Manhattan,Murray Hill,Entire home/apt,307,1,0
Brooklyn,Prospect Heights,Entire home/apt,200,2,1
Brooklyn,Crown Heights,Entire home/apt,72,7,11
Brooklyn,Bedford-Stuyvesant,Private room,70,2,26
Brooklyn,Borough Park,Private room,50,2,118
Brooklyn,Greenpoint,Entire home/apt,245,3,0
Brooklyn,Brighton Beach,Private room,100,2,7
Manhattan,Stuyvesant Town,Entire home/apt,175,4,0
Manhattan,East Village,Entire home/apt,499,30,11
Brooklyn,Williamsburg,Private room,100,3,2
Queens,Sunnyside,Private room,49,31,0
Manhattan,Harlem,Entire home/apt,95,30,36
Brooklyn,Bushwick,Private room,30,3,2
Manhattan,Upper West Side,Private room,135,7,8
Bronx,Hunts Point,Private room,60,3,2
Queens,Astoria,Entire home/apt,170,4,10
Queens,Ridgewood,Entire home/apt,90,1,22
Brooklyn,Bushwick,Private room,47,30,3
Manhattan,East Harlem,Entire home/apt,100,1,54
Manhattan,Upper West Side,Private room,70,3,2
Brooklyn,Williamsburg,Entire home/apt,700,3,1
Manhattan,Upper East Side,Entire home/apt,129,30,10
Brooklyn,Crown Heights,Entire home/apt,60,2,23
Queens,Flushing,Private room,57,1,50
Queens,Elmhurst,Entire home/apt,90,5,0
Manhattan,Hell's Kitchen,Entire home/apt,145,7,37
Manhattan,East Village,Private room,95,5,35
Queens,Maspeth,Private room,55,1,72
Brooklyn,Midwood,Private room,80,1,0
Manhattan,Harlem,Private room,58,1,5
Manhattan,East Harlem,Private room,99,2,80
Queens,Jackson Heights,Private room,70,5,3
Brooklyn,Williamsburg,Entire home/apt,189,2,21
Brooklyn,Brooklyn Heights,Private room,65,7,1
Manhattan,Midtown,Entire home/apt,339,3,7
Brooklyn,Bedford-Stuyvesant,Private room,70,4,18
Manhattan,Chelsea,Entire home/apt,181,1,0
Manhattan,East Village,Private room,145,4,64
Brooklyn,Crown Heights,Entire home/apt,135,3,42
Manhattan,Harlem,Entire home/apt,165,3,80
Queens,Long Island City,Private room,60,30,4
Queens,Woodside,Entire home/apt,250,2,12
Brooklyn,Kensington,Private room,60,3,20
Brooklyn,Clinton Hill,Private room,80,7,0
Manhattan,Harlem,Private room,55,5,1
Brooklyn,Flatbush,Private room,100,1,0
Queens,Rego Park,Private room,75,3,20
Brooklyn,Bushwick,Private room,115,3,45
Brooklyn,South Slope,Private room,93,2,34
Manhattan,Upper West Side,Private room,120,2,4
Manhattan,Murray Hill,Entire home/apt,189,29,0
